BusinessName,Address,CITY,State,ZIP,LICSTATUS,LICENSECAT,DESCRIPT,LicenseAddDtTm,Latitude,Longitude,Neighbourhood
THE MASTER MCGRATH,1152 River,Hyde Park,MA,2136,Active,FS,Eating & Drinking,12/7/06 13:36,42.25647,-71.12031,Hyde Park
The Merchant,60 Franklin,Boston,MA,2110,Active,FS,Eating & Drinking,5/1/13 10:08,42.35577,-71.05838,Downtown
The Monkey Bar,200 Faneuil Hall Market,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,4/8/11 12:03,0,0,Downtown
The Nautilus,300 Pier 4,Boston,MA,2210,Active,FS,Eating & Drinking,9/27/19 15:50,0,0,South Boston Waterfront
The Newbury- Banquet & Room Service 2nd Floor,15 Arlington,Boston,MA,2116,Active,FS,Eating & Drinking,11/12/19 8:47,42.35283,-71.0716,Back Bay
The Newbury Street Bar,15 Arlington,Boston,MA,2116,Active,FS,Eating & Drinking,11/12/19 8:49,42.35283,-71.0716,Back Bay
The Oceanaire Seafood Room,40 Court,Boston,MA,2108,Active,FS,Eating & Drinking,9/13/07 10:14,42.35903,-71.05927,Downtown
The Old Havana,349 Centre,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,11/21/13 13:20,42.32267,-71.10675,Jamaica Plain
The Olive Garden Italian Restaurant # 1674,1118 Massachusetts,Dorchester,MA,2125,Active,FS,Eating & Drinking,6/4/07 11:12,42.326302,-71.065271,Dorchester
The Paramount,667 Broadway,South Boston,MA,2127,Active,FS,Eating & Drinking,6/7/11 14:33,42.33542,-71.03786,South Boston
The Paramount Cafe @Emerson,555 Washington,Boston,MA,2111,Active,FS,Eating & Drinking,6/5/18 14:44,0,0,Downtown
The Pearl Seafood Grill & Raw Bar,20 District,Dorchester,MA,2125,Active,FS,Eating & Drinking,12/9/19 8:49,0,0,Dorchester
The Playwright,658 Broadway,South Boston,MA,2127,Active,FS,Eating & Drinking,12/7/06 13:35,42.335793,-71.038089,South Boston
THE POINT,145 Hanover,Boston,MA,2108,Active,FS,Eating & Drinking,12/7/06 13:35,42.36168,-71.05704,Downtown
The Porter Cafe,1723 Centre,West Roxbury,MA,2132,Active,FS,Eating & Drinking,1/28/11 9:39,42.28738,-71.1492,West Roxbury
The Purple Shell,11 Broadway,South Boston,MA,2127,Active,FS,Eating & Drinking,6/14/19 9:44,0,0,South Boston
The Q,640 Washington,Boston,MA,2111,Active,FS,Eating & Drinking,1/22/10 11:08,42.35198,-71.062106,Chinatown
The Quietfew,331 Sumner,East Boston,MA,2128,Active,FS,Eating & Drinking,10/3/18 13:02,42.36709,-71.03601,East Boston
The Quin,217 Commonwealth,Boston,MA,2116,Active,FS,Eating & Drinking,6/13/19 13:12,42.35139,-71.08185,Back Bay
The Quin Bondo Restaurant,217 Commonwealth,Boston,MA,2116,Active,FS,Eating & Drinking,7/30/21 11:18,42.35139,-71.08185,Back Bay
The Real Deal,1882 Centre,West Roxbury,MA,2132,Active,FS,Eating & Drinking,12/7/06 13:36,42.28567,-71.15548,West Roxbury
The Real Deal,728 Centre,Jamaica Plain,MA,2130,Active,FT,Eating & Drinking w/ Take Out,3/6/08 8:59,42.310892,-71.11438,Jamaica Plain
The Reef,250 Atlantic,Boston,MA,2110,Active,FS,Eating & Drinking,12/11/18 8:57,42.356944,-71.050388,Downtown
The Restaurant @ Boston Athletic Club,653 Summer,Boston,MA,2210,Active,FS,Eating & Drinking,10/19/12 12:13,42.33981,-71.04354,South Boston
THE SALTY DOG,100-199 Faneuil Hall Market,Boston,MA,2109,Active,FS,Eating & Drinking,4/11/07 14:43,0,0,Downtown
The Scoop N Scootery,2 Chestnut Hill,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,9/16/20 12:31,42.34889,-71.15328,Brighton
The Scoop N Scootery,73 Linden,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,9/5/19 12:25,42.352501,-71.130392,Allston
The Shames Cafe,100 Newton,Boston,MA,2118,Active,FT,Eating & Drinking w/ Take Out,6/4/20 8:45,42.336297,-71.070069,Roxbury
The Smoke Shop- K2,80 Causeway,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,2/18/20 8:56,0,0,West End
The Square Root,2 Corinth,Roslindale,MA,2131,Active,FS,Eating & Drinking,2/12/18 15:49,42.286743,-71.130442,Roslindale
THE TAM,222 Tremont,Boston,MA,2116,Active,FS,Eating & Drinking,12/31/18 8:36,0,0,Back Bay
The Tavern At The End Of The World,108 Cambridge,Charlestown,MA,2129,Active,FS,Eating & Drinking,9/12/18 15:07,42.382197,-71.07937,Charlestown
The Trophy Room,26 Chandler,Boston,MA,2116,Active,FS,Eating & Drinking,2/14/18 8:48,42.346978,-71.070509,Back Bay
The Turf Club,525 William F McClellan,East Boston,MA,2128,Active,FS,Eating & Drinking,8/14/19 12:46,42.395173,-71.000092,East Boston
The Underground Cafe & Lounge,744 Columbus,Mission Hill,MA,2120,Active,FS,Eating & Drinking,2/3/21 18:37,0,0,Mission Hill
THE UNION LOUNGE,180 Mount Vernon,Dorchester,MA,2125,Active,FS,Eating & Drinking,12/7/06 13:34,42.322135,-71.046901,Dorchester
THE UNITED CLUB,200 Terminal,East Boston,MA,2128,Active,FS,Eating & Drinking,4/14/14 11:22,0,0,East Boston
The Upper Crust,20 Charles,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,2/17/15 11:27,42.356834,-71.07005,Beacon Hill
The Upper Crust,683 Tremont,Roxbury,MA,2118,Active,FT,Eating & Drinking w/ Take Out,3/20/13 8:45,42.34156,-71.07662,South End
The Westin Boston Waterfront,425 Summer,Boston,MA,2210,Active,FS,Eating & Drinking,5/4/07 10:43,0,0,South Boston Waterfront
The Westin Boston Waterfront/Starbucks,425 Summer,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,2/5/08 8:52,0,0,South Boston Waterfront
The Westland,8 Westland,Boston,MA,2115,Active,FS,Eating & Drinking,12/5/18 13:15,42.343194,-71.086481,Back Bay
The White Bull,1 Union,Boston,MA,2109,Active,FS,Eating & Drinking,11/3/16 13:48,0,0,Downtown
The Wild Rover Tavern,61 Chatham,Boston,MA,2109,Active,FS,Eating & Drinking,5/7/12 14:12,42.35958,-71.05404,Downtown
The Wright Grill @ Geo. Wright Golf Course,420 West,Hyde Park,MA,2136,Active,FS,Eating & Drinking,3/18/13 9:20,42.26841,-71.13288,Hyde Park
THEO'S COZY CORNER RESTAURANT,162 Salem,Boston,MA,2113,Active,FS,Eating & Drinking,4/12/07 10:41,42.366083,-71.055108,Downtown
Thinking Cup,234 Hanover,Boston,MA,2113,Active,FS,Eating & Drinking,6/5/12 14:15,0,0,North End
Thinking Cup L L C,165 Tremont,Boston,MA,2111,Active,FS,Eating & Drinking,4/8/10 13:49,42.35394,-71.06372,Downtown
Thinking Cup Newbury,85 Newbury,Boston,MA,2116,Active,FS,Eating & Drinking,3/19/14 9:30,42.35192,-71.07497,Back Bay
Thompson Island Outward Bound,1 Citywide,Boston,MA,2128,Active,FS,Eating & Drinking,4/1/07 11:14,0,0,East Boston
Thorntons Fenway Grille,100 Peterborough,Boston,MA,2215,Active,FS,Eating & Drinking,8/4/11 10:53,42.342993,-71.099359,Fenway
WALLY'S,427 Massachusetts,Roxbury,MA,2118,Active,FS,Eating & Drinking,12/7/06 13:34,42.34068,-71.08229,Roxbury
Tianjin Bun House - Loc:#4,1 Brighton,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,8/5/20 15:27,42.352411,-71.125329,Allston
TIA'S WATERFRONT,200 Atlantic,Boston,MA,2110,Active,FS,Eating & Drinking,10/21/13 8:47,42.356944,-71.050388,Downtown
TICO,200 Terminal,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,8/14/18 14:26,0,0,East Boston
TICO,222 Berkeley,Boston,MA,2116,Active,FS,Eating & Drinking,7/23/10 9:15,42.35084,-71.07311,Back Bay
Tiger Mama,1363 Boylston,Boston,MA,2215,Active,FS,Eating & Drinking,9/9/15 15:16,0,0,Fenway
Tiger Sugar,14 Tyler,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,6/17/20 11:09,42.35086,-71.060506,Chinatown
Tiger Sugar,185 Harvard,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,1/21/20 10:06,0,0,Allston
Tiki Rock/Oisa,131 State,Boston,MA,2109,Active,FS,Eating & Drinking,3/9/16 10:19,42.358974,-71.054235,Downtown
Tikki Masala Indian Restaurant,3706 Washington,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,5/27/14 9:25,42.30036,-71.11297,Jamaica Plain
Time Out Market (Boston) Bar 1,401 Park,Boston,MA,2215,Active,FS,Eating & Drinking,3/22/19 10:56,42.344534,-71.102755,Fenway
Time Out Market (Boston) Bar 2,401 Park,Boston,MA,2215,Active,FS,Eating & Drinking,3/22/19 10:58,42.344534,-71.102755,Fenway
Tin Tin Buffet,200 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,42.355693,-71.14817,Brighton
Tip Tap Room,138 Cambridge,Boston,MA,2114,Active,FS,Eating & Drinking,1/26/12 9:21,42.361003,-71.063928,Beacon Hill
TKK Fried Chicken,1 Brighton,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,8/19/19 11:41,42.3524,-71.12533,Allston
Toasted Flats,53 Chelsea,Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2/1/17 8:53,0,0,East Boston
Tokava,597 Centre,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,7/19/19 11:11,42.3149,-71.11427,Jamaica Plain
Tom English Cottage,112 Emerson,South Boston,MA,2127,Active,FS,Eating & Drinking,12/7/06 13:34,42.335902,-71.040453,South Boston
Tony & Elaine's,111 Washington,Boston,MA,2113,Active,FS,Eating & Drinking,12/24/18 11:17,42.365582,-71.058131,Downtown
Tony C's Sports Bar & Grill,250 Northern,South Boston,MA,2210,Active,FS,Eating & Drinking,7/23/10 10:06,0,0,South Boston
Tony's Place,186 Baker,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:33,42.27601,-71.16725,West Roxbury
Top Mix Bar & Kitchen,257 Norfolk,Roxbury,MA,2119,Active,FS,Eating & Drinking,12/7/06 13:34,42.323726,-71.068078,Dorchester
Top of The Hill,1357 Blue Hill,Mattapan,MA,2126,Active,FT,Eating & Drinking w/ Take Out,12/12/06 11:20,42.277526,-71.093761,Mattapan
Top Shelf Cookies,516 Gallivan,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,1/19/21 9:34,42.282928,-71.055559,Dorchester
TOPASIO RESTAURANT,120 Meridian,East Boston,MA,2128,Active,FS,Eating & Drinking,12/7/06 13:35,42.37348,-71.03925,East Boston
Tora Japanese Restaurant,20 Tyler,Boston,MA,2111,Active,FS,Eating & Drinking,11/7/16 10:16,42.35069,-71.06057,Chinatown
Tora Ramen,99 Harrison,Boston,MA,2111,Active,FS,Eating & Drinking,7/30/19 9:29,42.35081,-71.06163,Chinatown
Tori Japan,315 Centre,Jamaica Plain,MA,2130,Active,FT,Eating & Drinking w/ Take Out,6/3/21 15:46,42.323016,-71.103877,Jamaica Plain
TORO,1704 Washington,Roxbury,MA,2118,Active,FS,Eating & Drinking,12/7/06 13:36,42.336936,-71.07588,Roxbury
Tostado,300 Centre,Jamaica Plain,MA,2130,Active,FT,Eating & Drinking w/ Take Out,4/30/10 9:06,42.322754,-71.103059,Jamaica Plain
Tostado LLC,3878 WASHINGTON,Roslindale/,MA,2131,Active,FT,Eating & Drinking w/ Take Out,11/23/12 11:50,0,0,Roslindale
Totto Ramen,169 Brighton,Allston,MA,2134,Active,FS,Eating & Drinking,4/22/14 11:58,0,0,Allston
Totto Ramen,20A District,Dorchester,MA,2125,Active,FS,Eating & Drinking,12/5/18 12:26,0,0,Dorchester
TOUCHIE'S SHAMROCK PUB,501 Eighth,South Boston,MA,2127,Active,FS,Eating & Drinking,12/7/06 13:36,42.331251,-71.041281,South Boston
Tous Les Jours,152 Harvard,Boston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,12/30/19 15:50,0,0,Allston
Trade,520 Atlantic,Boston,MA,2110,Active,FS,Eating & Drinking,4/4/11 10:45,42.353337,-71.052914,Downtown
Trade By Jody Adams,200 LOGAN AIRPORT TRMNL B,EAST BOSTON,MA,2128,Active,FT,Eating & Drinking w/ Take Out,9/6/07 10:19,0,0,East Boston
Trader Joe's #566,44 Thomson,Boston,MA,2210,Active,FS,Eating & Drinking,6/14/19 11:20,0,0,South Boston Waterfront
Tradesman,89 Broad,Boston,MA,2110,Active,FS,Eating & Drinking,5/24/18 11:11,42.35744,-71.05316,Downtown
Trattoria IL Panino,278 Hanover,Boston,MA,2113,Active,FS,Eating & Drinking,12/18/15 10:00,0,0,North End
TREMONT CAFETERIA,150 Tremont,Boston,MA,2111,Active,FS,Eating & Drinking,4/13/07 9:57,42.35484,-71.063219,Downtown
TREMONT HOUSE OF PIZZA,1586 Tremont,Mission Hill,MA,2120,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,42.3334,-71.10305,Mission Hill
Tremonte Restaurant,76 Salem,Boston,MA,2113,Active,FS,Eating & Drinking,6/7/18 14:02,0,0,North End
Tres Gatos Cafe,470 Centre,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,10/15/10 10:00,42.31909,-71.11164,Jamaica Plain
TRESCA,233 HANOVER,BOSTON,MA,2113,Active,FS,Eating & Drinking,12/7/06 13:36,0,0,North End
Triangle Coffee,200 Pier 4,Boston,MA,2210,Active,FS,Eating & Drinking,4/24/18 12:21,0,0,South Boston Waterfront
TRIDENT BOOKSELLERS AND CAFE,338 Newbury,Boston,MA,2115,Active,FS,Eating & Drinking,12/7/06 13:34,42.34823,-71.0866,Back Bay
Trifecta,1 Dalton,Boston,MA,2115,Active,FS,Eating & Drinking,12/29/16 8:23,0,0,Fenway
Trillium at Farnsworth,47 Farnsworth,Boston,MA,2210,Active,FS,Eating & Drinking,10/3/17 11:23,0,0,South Boston Waterfront
Trillium Fenway,401 Park,Boston,MA,2215,Active,FS,Eating & Drinking,4/25/19 16:25,42.344534,-71.102755,Fenway
Trio Cafe,212 Northern,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,4/24/13 13:27,42.350415,-71.038224,South Boston Waterfront
Triple Eatery,77 Cummins,Roslindale,MA,2131,Active,FT,Eating & Drinking w/ Take Out,2/23/15 11:49,42.2845,-71.12559,Roslindale
Troquet On South,107 South,Boston,MA,2111,Active,FS,Eating & Drinking,2/14/17 9:34,42.351401,-71.05752,Downtown
Tsaocaa Tea,10 Tyler,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,3/9/21 10:23,42.35098,-71.06046,Chinatown
Tsurutontan Udon Noodle,512 Commonwealth,Boston,MA,2215,Active,FS,Eating & Drinking,11/28/18 10:39,0,0,Fenway
Tu Metapan Restaurant,295 Bennington,East Boston,MA,2128,Active,FS,Eating & Drinking,11/7/11 10:16,42.37874,-71.02813,East Boston
Tully Tavern/Grandstand Bar,4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,8/29/16 12:30,42.346723,-71.09868,Fenway
Tunnel,100 Stuart,Boston,MA,2116,Active,FS,Eating & Drinking,7/26/13 13:15,42.350916,-71.065256,Downtown
Turkish Lazuri Cafe,487 Cambridge,Allston,MA,2134,Active,FS,Eating & Drinking,1/11/21 12:11,42.353821,-71.137278,Allston
Turtle Swamp Beer Garden,4228 Washington,Roslindale,MA,2131,Active,FS,Eating & Drinking,11/29/19 9:46,42.286179,-71.12804,Roslindale
Turtle Swamp Brewing,3377 Washington,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,11/13/18 11:35,42.30906,-71.10557,Jamaica Plain
Tuscan Kitchen,28 Northern,Boston,MA,2210,Active,FS,Eating & Drinking,2/14/17 11:43,42.352802,-71.044535,South Boston Waterfront
Tuscan Kitchen (Covid)Northern Ave,65 Northern,Boston,MA,2210,Active,FS,Eating & Drinking,7/10/20 14:39,42.352583,-71.04586,South Boston Waterfront
Tutti Frutti,382 Chelsea,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,5/18/15 9:33,42.379379,-71.027994,East Boston
Twelve Bens,315 Adams,Dorchester,MA,2122,Active,FS,Eating & Drinking,12/7/06 13:33,42.298605,-71.057578,Dorchester
Twelve Hours,559 Washington,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,12/22/15 14:52,0,0,Brighton
TWIN DONUTS,501 Cambridge,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:33,42.35352,-71.13797,Allston
Two Saints Tavern,54 Gainsborough,Boston,MA,2115,Active,FS,Eating & Drinking,8/9/17 12:31,42.34177,-71.08728,Fenway
Typhoon Restaurant,725 Boylston,Boston,MA,2116,Active,FS,Eating & Drinking,12/7/06 13:35,42.349593,-71.080258,Back Bay
Uburger,636 Beacon,Boston,MA,2215,Active,FS,Eating & Drinking,5/31/07 13:55,42.349571,-71.095239,Fenway
Ueno Sushi,1 FANEUIL HALL MKT PL,BOSTON,MA,2109,Active,FT,Eating & Drinking w/ Take Out,9/12/08 12:59,0,0,Downtown
Ugi's Pizza,69 Heath,Jamaica Plain,MA,2120,Active,FT,Eating & Drinking w/ Take Out,1/4/10 10:49,42.32657,-71.1005,Jamaica Plain
UGIS SUBS,62 Warren,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,42.32843,-71.08311,Roxbury
Ula Cafe`,284 Amory,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,5/16/16 12:37,42.314637,-71.104489,Jamaica Plain
Umai Japanese Restaurant,224 Newbury,Boston,MA,2116,Active,FS,Eating & Drinking,6/10/11 9:41,42.34973,-71.08116,Back Bay
UMass - Grab N Go,1 Beacon,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,3/26/21 11:18,42.35845,-71.06084,Downtown
UMass Boston Dining Commons,100 William T Morrissey,Dorchester,MA,2125,Active,FS,Eating & Drinking,9/22/16 14:23,42.313144,-71.038947,Dorchester
UMass Club,1 Beacon,Boston,MA,2108,Active,FS,Eating & Drinking,3/6/15 11:28,42.35845,-71.06084,Downtown
Underdog Hot Chicken,160 Brighton,Allston,MA,2134,Active,FS,Eating & Drinking,8/15/16 11:04,42.352846,-71.132618,Allston
UNI,370 Commonwealth,Boston,MA,2215,Active,FS,Eating & Drinking,1/7/16 10:32,42.34859,-71.08869,Back Bay
Unidine Cafe @ RSM,80 City,Charlestown,MA,2129,Active,FS,Eating & Drinking,5/13/16 9:03,42.37134,-71.060913,Charlestown
Unidine Cafe Coffee Bar,529 Main,Charlestown,MA,2129,Active,FT,Eating & Drinking w/ Take Out,5/27/15 9:33,42.38451,-71.07193,Charlestown
Union Club of Boston,8 Park,Boston,MA,2108,Active,FS,Eating & Drinking,12/7/06 13:34,42.3575,-71.0627,Downtown
UNION OYSTER HOUSE,41 Union,Boston,MA,2108,Active,FS,Eating & Drinking,12/7/06 13:34,42.36127,-71.05688,Downtown
Union Park Pizza,1403 Washington,Roxbury,MA,2118,Active,FS,Eating & Drinking,10/19/18 14:24,42.34129,-71.07032,South End
Union Square Donuts,201 Brookline,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,4/9/19 12:22,42.344649,-71.102201,Fenway
Union Square Donuts-,201 Brookline,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,10/27/20 13:57,42.344649,-71.102201,Fenway
UNITED HOUSE OF PRAYER FOR ALL PEOPLE,206 Seaver,Dorchester,MA,2121,Active,FS,Eating & Drinking,11/22/16 11:03,42.308248,-71.088946,Roxbury
University Club of Boston,426 Stuart,Boston,MA,2116,Active,FS,Eating & Drinking,12/7/06 13:34,42.3485,-71.07476,Back Bay
UNIVERSITY GRILL & PIZZA,712 COMMONWEALTH ,BOSTON,MA,2215,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,0,0,Fenway
UNIVERSITY HOUSE OF PIZZA,452 Huntington,Boston,MA,2115,Active,FS,Eating & Drinking,12/7/06 13:34,42.338552,-71.092818,Roxbury
Uphams House of Pizza,566A Columbia,Dorchester,MA,2125,Active,FS,Eating & Drinking,2/7/17 11:29,0,0,Dorchester
V10,4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,11/16/08 10:50,0,0,Fenway
Vaanga,102 Water,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,2/20/19 11:16,42.35806,-71.055079,Downtown
Vaisakhi Indian Kitchen,157 Sutherland,Brighton,MA,2135,Active,FS,Eating & Drinking,4/27/18 10:45,42.341091,-71.146838,Brighton
Vasquez Restaurant,258 Dudley,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,11/12/19 9:24,0,0,Roxbury
VAUGHN'S FISH N CHIPS,1 Erie,Dorchester,MA,2121,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,42.303295,-71.078779,Dorchester
VB,4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,3/31/10 13:08,42.346723,-71.09868,Fenway
Vee Vee,763 Centre,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,1/31/08 15:39,42.310283,-71.11526,Jamaica Plain
Vegas Restaurant,1592 Blue Hill,Mattapan,MA,2126,Active,FT,Eating & Drinking w/ Take Out,3/7/19 13:27,42.269621,-71.093209,Mattapan
Vejigantes Restaurant,57 Dedham,Roxbury,MA,2118,Active,FS,Eating & Drinking,12/30/11 12:41,42.341861,-71.07242,South End
VENEZIA RESTAURANT (HARBOR LIGHTS),20 R Ericsson,Dorchester,MA,2122,Active,FS,Eating & Drinking,4/17/07 14:05,42.292133,-71.040224,Dorchester
VENICE PIZZA,39 Savin Hill,Dorchester,MA,2125,Active,FS,Eating & Drinking,4/5/21 13:22,0,0,Dorchester
Versus,42 Province,Boston,MA,2108,Active,FS,Eating & Drinking,12/12/11 10:05,42.356899,-71.059901,Downtown
Vertex Pharmaceuticals Cafe,11 Fan Pier,Boston,MA,2210,Active,FS,Eating & Drinking,6/27/13 11:15,0,0,South Boston Waterfront
VHP,4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,3/31/10 13:11,42.346723,-71.09868,Fenway
Vi Vi Bubble Tea Brighton,364 Washington,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,11/29/18 9:59,42.348955,-71.153641,Brighton
Victoria Seafood,1029 Commonwealth,Boston,MA,2215,Active,FS,Eating & Drinking,12/7/06 13:34,42.352234,-71.12166,Allston
Victoria's Diner,1024 Massachusetts,Roxbury,MA,2118,Active,FS,Eating & Drinking,2/10/12 8:44,42.32707,-71.06681,Dorchester
Viga,140 Clarendon,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,12/23/13 14:07,42.348611,-71.074438,Back Bay
Viga,291 Devonshire,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,42.354147,-71.057948,Downtown
Viga (133 Pearl Street),133 Pearl,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,42.35474,-71.05384,Downtown
Viga Italian Eatery,275 Washington,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,5/4/07 9:23,42.357825,-71.058248,Downtown
Vikos Pizza & Ribs,847 River,Mattapan,MA,2126,Active,FT,Eating & Drinking w/ Take Out,2/11/14 14:40,42.26287,-71.10831,Hyde Park
Villa Cafe,345 Washington,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,8/27/20 11:39,42.34926,-71.15298,Brighton
Villa Francesca,150 Richmond,Boston,MA,2113,Active,FS,Eating & Drinking,12/29/11 12:55,42.363348,-71.054559,Downtown
Villa Mexico Cafe,41 Broad,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,5/28/14 13:14,42.35818,-71.05438,Downtown
Villa Sombrero Restaurant,11 Blue Hill,Roxbury,MA,2119,Active,FS,Eating & Drinking,6/9/21 14:29,42.32487,-71.07551,Dorchester
Village Pizza & Grill,56 L,Boston,MA,2127,Active,FS,Eating & Drinking,10/5/09 8:49,0,0,South Boston
Village Sushi & Grill,10 Corinth,Roslindale,MA,2131,Active,FS,Eating & Drinking,5/9/07 13:41,42.2866,-71.13017,Roslindale
Vineyard Grille,500 Terminal,East Boston,MA,2128,Active,FS,Eating & Drinking,7/11/11 13:26,0,0,East Boston
Vino Volo,1 Harborside,East Boston,MA,2128,Active,FS,Eating & Drinking,8/7/18 13:12,42.363408,-71.025698,East Boston
Vino Volo,100 Terminal,East Boston,MA,2128,Active,FS,Eating & Drinking,5/23/13 11:27,42.364539,-71.021817,East Boston
Vino Volo,500 Terminal,East Boston,MA,2128,Active,FS,Eating & Drinking,5/3/12 11:14,0,0,East Boston
Vintage Lounge,72 Broad,Boston,MA,2110,Active,FS,Eating & Drinking,7/17/07 12:43,42.35769,-71.05302,Downtown
VIP Dillion Fieldhouse,65 Harvard,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,2/1/17 8:41,42.367592,-71.125878,Allston
Virgin Atlantic Airways Clubhouse,500 LOGAN AIRPORT TRMNL E,EAST BOSTON,MA,2128,Active,FS,Eating & Drinking,8/29/07 13:07,0,0,East Boston
Viva Burrito,66 Staniford,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,8/31/07 8:28,42.362733,-71.06423,Downtown
VIVA MI AREPA,5197 Washington,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,42.261378,-71.157279,West Roxbury
Vivi Bubble Tea,182 Massachusetts,Boston,MA,2115,Active,FS,Eating & Drinking,7/5/19 14:21,42.345747,-71.086679,Back Bay
VRF,4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,3/31/10 13:10,42.346723,-71.09868,Fenway
W Boston Banquets Main Kitchen,100 Stuart,Boston,MA,2116,Active,FS,Eating & Drinking,1/23/20 13:51,42.350916,-71.065256,Downtown
